Channel              :,CH1,CH2
Frequency            :,2.507KHz,2.507KHz
Period               :,0.399ms,0.399ms
PK-PK                :,9.520V,3.320V
Average              :,-86.74mV,-56.71mV
Vertical pos         :,160.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.625000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
629,-2720.000000,-1240.000000
630,-2880.000000,-1200.000000
631,-2960.000000,-1160.000000
632,-3040.000000,-1120.000000
633,-3120.000000,-1080.000000
634,-3200.000000,-1040.000000
635,-3280.000000,-1000.000000
636,-3360.000000,-920.000000
637,-3360.000000,-880.000000
638,-3440.000000,-800.000000
639,-3440.000000,-760.000000
640,-3440.000000,-680.000000
641,-3440.000000,-600.000000
642,-3440.000000,-520.000000
643,-3360.000000,-480.000000
644,-3280.000000,-400.000000
645,-3280.000000,-320.000000
646,-3200.000000,-240.000000
647,-3120.000000,-160.000000
648,-3040.000000,-80.000000
649,-2960.000000,0.000000
650,-2800.000000,80.000000
651,-2720.000000,160.000000
652,-2560.000000,240.000000
653,-2400.000000,320.000000
654,-2320.000000,400.000000
655,-2160.000000,480.000000
656,-1920.000000,560.000000
657,-1760.000000,640.000000
658,-1600.000000,720.000000
659,-1440.000000,800.000000
660,-1200.000000,840.000000
661,-1040.000000,880.000000
662,-880.000000,960.000000
663,-640.000000,1000.000000
664,-480.000000,1040.000000
665,-240.000000,1080.000000
666,-80.000000,1120.000000
667,160.000000,1160.000000
668,320.000000,1200.000000
669,560.000000,1200.000000
670,720.000000,1240.000000
671,880.000000,1240.000000
672,1120.000000,1240.000000
673,1280.000000,1240.000000
674,1440.000000,1240.000000
675,1600.000000,1240.000000
676,1760.000000,1200.000000
677,1840.000000,1200.000000
678,2000.000000,1160.000000
679,2080.000000,1160.000000
680,2240.000000,1120.000000
681,2320.000000,1040.000000
682,2400.000000,1040.000000
683,2480.000000,960.000000
684,2560.000000,920.000000
685,2640.000000,840.000000
686,2640.000000,800.000000
687,2640.000000,720.000000
688,2720.000000,680.000000
689,2720.000000,600.000000
690,2640.000000,520.000000
691,2640.000000,440.000000
692,2640.000000,360.000000
693,2560.000000,240.000000
694,2480.000000,160.000000
695,2400.000000,120.000000
696,2320.000000,0.000000
697,2240.000000,-80.000000
698,2080.000000,-160.000000
699,2000.000000,-240.000000
700,1840.000000,-320.000000
701,1680.000000,-440.000000
702,1520.000000,-520.000000
703,1360.000000,-600.000000
704,1200.000000,-680.000000
705,1040.000000,-760.000000
706,880.000000,-840.000000
707,640.000000,-880.000000
708,480.000000,-960.000000
709,240.000000,-1040.000000
710,80.000000,-1080.000000
711,-160.000000,-1160.000000
712,-400.000000,-1200.000000
713,-560.000000,-1240.000000
714,-800.000000,-1280.000000
715,-1040.000000,-1320.000000
716,-1200.000000,-1360.000000
717,-1440.000000,-1400.000000
718,-1600.000000,-1400.000000
