Channel              :,CH1,CH2
Frequency            :,2.513KHz,2.513KHz
Period               :,0.398ms,0.398ms
PK-PK                :,10.64V,4.160V
Average              :,-88.00mV,-57.29mV
Vertical pos         :,160.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.625000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
84,1040.000000,1680.000000
85,1360.000000,1720.000000
86,1680.000000,1760.000000
87,1920.000000,1760.000000
88,2160.000000,1760.000000
89,2480.000000,1800.000000
90,2720.000000,1800.000000
91,2960.000000,1800.000000
92,3200.000000,1800.000000
93,3360.000000,1760.000000
94,3600.000000,1760.000000
95,3760.000000,1720.000000
96,4000.000000,1680.000000
97,4160.000000,1640.000000
98,4320.000000,1560.000000
99,4400.000000,1480.000000
100,4560.000000,1400.000000
101,4640.000000,1360.000000
102,4720.000000,1280.000000
103,4720.000000,1200.000000
104,4720.000000,1080.000000
105,4640.000000,1000.000000
106,4640.000000,880.000000
107,4640.000000,760.000000
108,4640.000000,640.000000
109,4560.000000,520.000000
110,4560.000000,400.000000
111,4480.000000,280.000000
112,4400.000000,160.000000
113,4240.000000,40.000000
114,4160.000000,-80.000000
115,4000.000000,-200.000000
116,3840.000000,-320.000000
117,3680.000000,-440.000000
118,3440.000000,-560.000000
119,3280.000000,-680.000000
120,3040.000000,-800.000000
121,2800.000000,-920.000000
122,2560.000000,-1040.000000
123,2240.000000,-1120.000000
124,2000.000000,-1240.000000
125,1760.000000,-1320.000000
126,1440.000000,-1400.000000
127,1200.000000,-1520.000000
128,880.000000,-1600.000000
129,560.000000,-1640.000000
130,320.000000,-1720.000000
131,0.000000,-1800.000000
132,-320.000000,-1840.000000
133,-560.000000,-1880.000000
134,-880.000000,-1920.000000
135,-1120.000000,-1960.000000
136,-1440.000000,-2000.000000
137,-1760.000000,-2000.000000
138,-2000.000000,-1960.000000
139,-2240.000000,-2000.000000
140,-2480.000000,-2000.000000
141,-2720.000000,-1960.000000
142,-2960.000000,-1960.000000
143,-3120.000000,-1920.000000
144,-3360.000000,-1880.000000
145,-3520.000000,-1840.000000
146,-3680.000000,-1760.000000
147,-3840.000000,-1720.000000
148,-4000.000000,-1640.000000
149,-4080.000000,-1560.000000
150,-4240.000000,-1480.000000
151,-4320.000000,-1400.000000
152,-4320.000000,-1320.000000
153,-4400.000000,-1200.000000
154,-4480.000000,-1120.000000
155,-4560.000000,-960.000000
156,-4560.000000,-880.000000
157,-4560.000000,-760.000000
158,-4560.000000,-640.000000
159,-4480.000000,-560.000000
160,-4480.000000,-400.000000
161,-4320.000000,-320.000000
162,-4240.000000,-160.000000
163,-4080.000000,-80.000000
164,-3920.000000,80.000000
165,-3760.000000,200.000000
166,-3520.000000,320.000000
167,-3280.000000,440.000000
168,-3120.000000,560.000000
169,-2880.000000,680.000000
170,-2640.000000,800.000000
171,-2320.000000,920.000000
172,-2080.000000,1000.000000
173,-1760.000000,1120.000000
174,-1520.000000,1200.000000
175,-1200.000000,1320.000000
176,-880.000000,1400.000000
177,-560.000000,1480.000000
178,-240.000000,1560.000000
179,80.000000,1640.000000
180,320.000000,1680.000000
181,640.000000,1760.000000
182,960.000000,1800.000000
183,1280.000000,1840.000000
184,1600.000000,1920.000000
185,1920.000000,1920.000000
186,2160.000000,1920.000000
187,2480.000000,1960.000000
188,2720.000000,1960.000000
189,3040.000000,1960.000000
190,3280.000000,1920.000000
191,3520.000000,1920.000000
192,3760.000000,1880.000000
193,3920.000000,1840.000000
194,4160.000000,1800.000000
195,4320.000000,1760.000000
196,4480.000000,1680.000000
197,4640.000000,1640.000000
198,4720.000000,1560.000000
199,4720.000000,1480.000000
200,4720.000000,1360.000000
201,4720.000000,1280.000000
202,4720.000000,1160.000000
203,4720.000000,1040.000000
204,4640.000000,960.000000
205,4640.000000,800.000000
206,4640.000000,680.000000
207,4640.000000,560.000000
208,4560.000000,440.000000
209,4480.000000,320.000000
210,4400.000000,200.000000
211,4320.000000,40.000000
212,4160.000000,-80.000000
213,4000.000000,-240.000000
214,3840.000000,-360.000000
215,3680.000000,-480.000000
216,3440.000000,-600.000000
217,3200.000000,-760.000000
218,2960.000000,-880.000000
219,2720.000000,-1000.000000
220,2480.000000,-1120.000000
221,2160.000000,-1240.000000
222,1920.000000,-1320.000000
223,1600.000000,-1440.000000
224,1360.000000,-1520.000000
225,1040.000000,-1640.000000
226,720.000000,-1720.000000
227,400.000000,-1800.000000
228,80.000000,-1840.000000
229,-160.000000,-1920.000000
230,-480.000000,-1960.000000
231,-800.000000,-2040.000000
232,-1120.000000,-2080.000000
233,-1440.000000,-2080.000000
234,-1760.000000,-2120.000000
235,-2000.000000,-2120.000000
236,-2320.000000,-2120.000000
237,-2560.000000,-2120.000000
238,-2800.000000,-2120.000000
